comparison,pathway,NES,padj,leadingEdge_signal,mlog10padj,old_names
P7,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,1.2835297814346591,0.18608735007920343,16,0.7302831485109513,7
P7,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,-1.1278667845008887,0.26726666666666665,19,0.5730552028051596,7
P7,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,1.1509417348449469,0.26987449183026246,21,0.568838162427127,7
P7,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-0.9572286487243883,0.6057764441110277,21,0.21768761841071874,7
P7,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,0.8685100040648632,0.7245201096892139,6,0.13994955580239404,7
P3,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,2.0025322065366105,2.97488570175988e-4,24,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,1.954407302419709,2.97488570175988e-4,26,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,2.3718502953345104,2.97488570175988e-4,32,3.526529715666039,8
P3,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,1.8112500887595564,2.97488570175988e-4,27,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,2.2276268578526763,2.97488570175988e-4,27,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-2.1299254921909654,2.97488570175988e-4,46,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-2.8450309130659788,2.97488570175988e-4,46,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-2.926451510652225,2.97488570175988e-4,65,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,-1.9631210083012396,2.97488570175988e-4,29,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-2.2765249341285156,2.97488570175988e-4,42,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-2.2606662156769013,2.97488570175988e-4,42,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-2.3184053459384133,2.97488570175988e-4,56,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-2.293243412558021,2.97488570175988e-4,49,3.526529715666039,8
P3,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.571409015885541,2.97488570175988e-4,17,3.526529715666039,8
P3,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,1.5993255329062777,0.0019079897068976339,17,2.7194239725300458,8
P3,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,1.4664452840555087,0.008764666919000757,19,2.0572645836190864,8
P3,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,-1.4844597968941367,0.035318576495047084,40,1.451996808854504,8
P3,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.0500630307535617,0.3438717067583047,10,0.46360355579831813,8
P3,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,0.5518495887183276,1,12,-0,8
P2,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-2.7834082263456703,5.297643942562387e-4,65,3.275917234218627,9
P2,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-2.7666058605299844,5.297643942562387e-4,68,3.275917234218627,9
P2,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-2.2301263338006976,5.297643942562387e-4,38,3.275917234218627,9
P2,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-2.399021403694376,5.297643942562387e-4,56,3.275917234218627,9
P2,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,-2.1438147881408383,5.297643942562387e-4,43,3.275917234218627,9
P2,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.452065982990488,6.398599043577827e-4,19,3.193915103241971,9
P2,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,2.563261038042226,0.001377110966152062,48,2.861031063340871,9
P2,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.7799658437266437,0.001377110966152062,34,2.861031063340871,9
P2,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.7283150901517454,0.001377110966152062,32,2.861031063340871,9
P2,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,2.1418292213182797,0.0023543990086741014,33,2.6281199337692414,9
P2,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.911110786730194,0.002375890959109666,32,2.6241734950644338,9
P2,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.4875658227464694,0.006233595800524934,35,2.205261361714734,9
P2,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-1.6461706751057916,0.007869667264945463,32,2.1040436295282245,9
P2,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.4170414696823912,0.026246630727762805,24,1.580926438934425,9
P2,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-1.3405339538315868,0.053481807988245755,16,1.2717939195468102,9
P2,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-1.3770137871432546,0.08608271375464684,31,1.065084050342986,9
P2,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,1.0937956328601361,0.24375422012153952,29,0.6130478566155505,9
P2,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.037377488330123,0.42242715959497906,14,0.3742481669822015,9
P2,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-0.7863214962418394,0.873862458242138,10,0.05855691785428942,9
P0,2019_NAT_IMMUNOL_Nakayama---Cir_CD44hi_vs_CD44lo_up,-2.932919848974265,7.561350044680705e-4,45,3.1214006562699677,0
P0,2018_CELL_Schmiedel_allCellTypes---Classical_monocytes,-1.7883671270799257,7.561350044680705e-4,18,3.1214006562699677,0
P0,2019_NAT_IMMUNOL_Nakayama---LungTRM,-2.0585501694634107,7.561350044680705e-4,29,3.1214006562699677,0
P0,2019_NAT_IMMUNOL_Nakayama---LungTRreg,-2.0205733299987205,7.561350044680705e-4,27,3.1214006562699677,0
P0,2019_JEM_Beura---CD4_NLT_TRM_up,-2.0910095110891187,7.561350044680705e-4,31,3.1214006562699677,0
P0,2013_IMMUNITY_Locci---non-GC-Tfh,-2.1324308029424253,7.561350044680705e-4,27,3.1214006562699677,0
P0,2019_NAT_IMMUNOL_Nakayama---LungTRM_Foxp3Promoted,-1.9730295835882221,7.561350044680705e-4,30,3.1214006562699677,0
P0,2018_CELL_Schmiedel_allCellTypes---NK_cells,-1.9148850285907235,7.561350044680705e-4,34,3.1214006562699677,0
P0,2019_NAT_IMMUNOL_Nakayama---Cir_CD44lo_Foxp3Inhibited,-2.0954992236588126,7.561350044680705e-4,36,3.1214006562699677,0
P0,2019_NAT_COMMU_BIOL_Schoettler---CD4_TEM-Lung_vs_LDLN_dn,-2.196145470086906,7.561350044680705e-4,31,3.1214006562699677,0
