gene_name,Q4minusQ1,Q3minusOther,InputMinusAvg
Ms4a1,-0.195752283,2.887932439,-0.281452681
Msl3,1.457597133,0.570621041,-2.664108424
Mta1,-1.050284837,-0.782706634,1.384798648
Mta2,-0.923382046,-0.958409079,0.261886308
Mta3,1.054050611,1.149781669,0.914846409
Mtf2,-0.519861646,0.565231183,1.016842376
Myst1,-0.356546823,-1.414834417,-0.212989983
Myst2,0.610484008,-1.086841797,1.467381313
Myst3,-0.524821205,-1.162636852,1.053543022
Myst4,-0.87157301,0.356819489,0.88232752
Nap1l1,-2.523385511,-1.990590626,-0.375275787
Nap1l2,0.862194905,-2.619503702,0.295022054
Nap1l3,-0.29025881,-0.240421361,-1.242032555
Ncoa1,-1.182474123,-0.816927203,1.110628436
Ncoa3,1.36807593,-1.84083351,-0.845513976
Ncor1,-1.553887154,1.096391603,-2.015099094
Ncor2,-2.306759959,1.797569427,-1.235611879
Nfatc3,-1.098955992,0.338033463,2.098268668
Nsd1,3.337462712,0.704352067,1.008824055
Orc1,-0.909263771,-0.23084942,0.237092331
Padi1,-0.629098871,1.143289007,1.320317221
Padi2,-1.379271969,0.76241473,-0.40088892
Padi4,0.979531771,-0.21727614,-0.51226156
Padi6,-0.318887669,-1.364678546,-0.245364125
Paf1,-1.515357463,-1.978745953,0.236141385
Parp1,0.30861546,-1.568648098,0.225476594
Parp2,-0.250495818,-0.332490395,-1.402552161
Paxip1,0.636159817,0.984869529,-1.624548896
Pbrm1,0.778988252,1.315793699,-1.736823229
Pcgf1,0.376911865,-0.377710786,-1.391402136
Pcgf2,0.474165846,1.765762038,2.802024148
Pcgf5,2.635066433,-2.579966796,0.923437785
Pcgf6,0.32981947,-0.756336284,-2.904915055
Pcmt1,0.81542015,-0.092860446,-1.469322738
Phc1,1.982059837,0.683451614,0.968240417
Phc2,1.187962861,1.791572144,-1.136066099
Phc3,-1.450777269,0.745847542,2.192282326
Phf1,-0.168714691,-2.531303874,1.294128226
Phf10,-0.733583488,-0.545103902,0.453569515
Phf17,-1.402709761,-1.061210661,-0.448103714
Phf19,-0.984347755,-0.528889135,0.326814698
Phf2,0.866779912,1.069892413,1.025473144
Phf20,-0.928714277,0.253705589,-0.252158048
Phf20l1,1.328692322,0.19095303,1.612313861
Phf8,1.683286384,0.948326229,0.634512182
Phip,0.250876515,-0.453309141,-0.227594405
Polr2b,1.674003902,-1.044961434,1.981991125
Ppargc1a,-1.102402475,-1.320269012,-1.049534473
Prdm1,0.778652332,0.851875476,-0.8345183
Prdm10,-0.870331508,0.884183673,0.307309951
Prdm11,-1.309758949,-1.544991548,1.148895085
Prdm12,-0.542119884,0.263439369,-0.920136318
Prdm13,0.502981028,1.120184401,1.683747721
Prdm14,-0.882616955,2.253281595,1.455412831
Prdm15,-1.970155533,-0.333594362,-1.550436022
Prdm16,3.285729078,2.406671625,1.47930528
Prdm2,-0.819735447,-1.22848233,1.147967169
Prdm4,1.067794754,-0.517226677,-0.681511403
Prdm5,0.703772898,-2.510257019,2.704249772
Prdm6,2.0437038,-0.729907748,1.586869618
Prdm8,-0.03522579,0.809351989,0.409630106
Prdm9,-0.882774327,-1.28385879,-0.628756086
Prkaa1,-1.645410226,-1.507766318,1.248194179
Prkaa2,0.407374198,0.973677421,-0.994821563
Prkcd,1.239246863,0.586719805,0.796883371
Prmt1,-0.633754347,0.662746589,1.115161235
Prmt2,-0.488717786,-0.446702587,-0.35042682
Prmt3,1.03344389,0.71942445,-1.194444073
Prmt5,-1.084615425,-1.86685697,0.958948956
Prmt6,-1.279101545,-3.337848753,0.281449226
Prmt7,-1.369939557,-1.479202671,1.562083346
Prmt8,1.218357151,0.305229809,-0.368891052
Psip1,0.867711224,-0.615207284,-1.29887686
Rbbp4,0.780661784,-0.665273735,0.535236511
Rbbp5,0.330853233,-0.78616113,-1.978079556
Rbbp7,0.317190271,-0.647704882,-2.182948719
Ring1,1.478050219,1.855742134,1.945452387
Rnf2,0.835841683,0.707825685,-0.820095659
Rnf20,-1.535675815,-0.301483642,-2.381181493
Rnf217,0.31043484,0.676128093,0.481891574
Rnf40,1.117052143,-0.453427902,1.379097584
Rpa3,1.562245914,1.391630611,4.903210829
Runx3,-2.464609884,1.202042912,2.925132679
Satb1,-0.029659984,-0.933731894,-1.5133045
Scmh1,-0.705917511,0.58312605,0.692689902
Scml2,0.790112615,0.322123115,1.864906843
Scml4,1.133853237,0.946642434,0.573592366
Setd1a,-0.555453643,-0.389981251,1.445440694
Setd2,0.427737731,1.063044196,1.155133292
Setd3,0.439018555,1.679310684,1.450751829
Setd4,0.152637355,0.529492844,1.849759777
Setd5,-1.263301218,0.922432173,-1.46328374
Setd7,-1.43829831,-0.364003984,1.524232331
Setd8,0.716445849,0.354670569,2.334885926
Setdb1,0.255320047,0.810721722,0.340436948
Setdb2,1.346985082,-1.066437601,0.692739582
Setmar,0.157476395,1.310961421,1.725193058
Sfmbt1,0.642526429,0.944329645,1.330795543
Sfmbt2,-1.497760436,-0.684496867,1.305749152
Sgk1,1.234553235,-2.397527535,-0.75837008
Sin3a,1.699145995,-1.052961821,1.904076866
Sin3b,0.31013912,0.366265252,3.628615384
Sirt1,-0.772042344,1.272791296,0.372839473
Sirt3,-2.29262706,-1.014255135,1.242697693
Sirt4,-1.132945487,1.631795325,4.182166593
Sirt5,1.605732861,0.59232511,1.566982968
Sirt6,1.214850284,-1.501991801,-0.587665928
Sirt7,0.98934554,1.682236907,-0.625079006
Smarca1,1.168892736,1.593675348,1.111571167
Smarca2,0.557525235,-0.612533778,-0.610757838
Smarca4,1.257997676,3.492532609,0.153679239
Smarca5,1.159125524,-1.139658724,2.633867024
Smarcc1,1.59032941,1.963216757,1.282851513
Smarcc2,-1.315069339,-1.318344751,1.468775229
Smarcd1,-1.877423648,1.449399971,0.648374983
Smarcd2,2.5523474,3.989185866,1.924906135
Smarcd3,-1.632525144,0.446012254,-0.686422102
Smarce1,1.632371986,4.495098849,1.299031474
Smyd1,-0.140664404,0.793377816,-1.031363406
Smyd2,-0.16760509,-0.486634197,1.303168488
Smyd3,-2.177067675,-0.702741851,1.574767391
Smyd4,1.661102351,-0.417683079,-0.570677141
Smyd5,0.858088197,3.596905072,1.488934969
Sp100,-0.265234308,0.474724683,-0.503440687
Sp110,-0.865400293,-0.193055722,0.581030676
Sp140,0.861922577,0.799058361,-0.829216521
Ssrp1,-1.343779107,1.12903102,1.033677454
Supt16h,0.73953713,-1.185821503,0.948978175
Suv39h1,-1.091943054,-1.513576012,-0.445952076
Suv39h2,0.220928146,0.676978807,-0.749319936
Suv420h1,-0.155800407,-1.608393378,1.016610047
Suv420h2,0.473535082,1.192260322,2.216707602
Suz12,0.344269772,0.72710132,0.747545898
Taf1,0.922480853,2.329429087,0.853080625
Taf3,-1.803303975,-0.321694558,0.851814301
Tbx21,3.073858837,2.01089164,-0.38875528
Tcea1,0.828868514,0.153803857,0.658817323
Tdg,-0.881718653,-0.854735739,0.379161539
Tet1,-1.468900903,-1.275438413,1.132232538
Tet2,1.392251059,1.041780523,0.586704875
Tet3,-0.878894727,-0.558456932,1.102952678
Trim24,-0.801448927,-2.161064375,-1.99618782
Trim28,1.139233274,0.833300583,-1.027307852
Trim33,0.119224898,-1.475935707,-3.181324611
Trim66,-0.810571359,-0.416431104,-0.39974028
Ube2a,0.40772837,1.56757291,0.738270551
Ube2b,-1.500241844,-0.315295166,-1.882892554
Ube2e1,-3.590351004,-1.50028258,1.1912313
Ube2i,-1.023199164,1.356926914,0.39714733
Uhrf1,-2.111622445,-0.091158635,0.870445288
Usp22,0.209130521,0.500193296,0.04335659
Usp27x,-1.078631555,-0.691600484,-1.435286926
Usp51,-0.675178501,-1.207292915,-2.380570983
Wbp7,-0.658933104,-2.287024112,0.88739533
Wdr5,-1.124152802,-1.234165506,3.125989318
Wdr82,-0.347329408,0.937352082,-0.851540704
Whsc1,-0.018596844,1.298458558,1.085257886
Whsc1l1,0.353928624,1.613977287,-2.665385661
Zmynd11,-0.890139387,-0.750988532,-2.197174498
Zmynd8,2.238091162,1.900064954,2.905850366
