paga1,paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_paga1,X_paga2,velocity_paga1,velocity_paga2
-4728.643604996114,2094.777970784393,5.8833904,4.7438,-2.1580768,-0.7718983,-1.5502088,0.03643071,-0.87228507,0.34684062,0.16771062,1.3229624,-0.7629102,-0.058798436,0.37541965,-0.9302372,0.19466472,0.19205587,-0.5163208,1.1893847,0.5548043,-0.3447754,-4728.643604996114,2094.777970784393,-11.534944504118716,-32.733605675545476
-923.4497455638354,4215.60445172975,10.186437,-3.9910636,0.4749632,-0.5649117,-1.0887214,1.6457664,-2.0660174,0.2258381,0.6606743,1.2051617,-1.2189597,2.050706,0.61154854,-0.5252288,-0.63442737,-0.37651467,-1.3424253,-0.12392914,0.90048546,-0.5919548,-923.4497455638354,4215.60445172975,33.58003007663636,4.2311087174082775
1383.1452282217208,-1950.6117656416388,-7.607137,-0.10072841,0.27039838,-0.23621799,-0.19670978,-1.5771312,-0.19778149,0.11546628,-0.53648984,2.0032465,-0.24123266,-0.3587075,0.98777443,0.8400759,-0.15151806,-0.20226614,1.6300809,0.4922231,1.0578287,0.3613724,1383.1452282217208,-1950.6117656416388,-14.456160156592036,6.99818578770959
-3350.6144570110414,4449.8624517175,9.6601925,-0.83538955,0.57539696,-0.35714802,-1.1066146,-0.0917971,4.420232,-0.42667198,0.15071054,0.5207867,0.886409,0.267712,0.052430704,0.6375965,-0.008200192,1.8234801,0.8273539,-1.2808558,-0.49659804,0.619369,-3350.6144570110414,4449.8624517175,-50.91465450460699,-11.208437443803401
1225.9197844420446,36.53946428269159,-3.514708,0.71444374,4.1656904,6.2104874,0.21028192,0.5158423,-1.98051,-3.847766,-2.0688457,0.17105706,1.4207183,-0.5955627,1.5837514,1.5358523,-0.96411306,0.841859,-1.9761881,-2.6029816,-0.47572073,1.6114386,1225.9197844420446,36.53946428269159,-6.172242284579259,-5.492951347655093
1605.1368376252424,-2693.823192258157,-10.673034,-1.2475744,1.1063551,-1.9400136,-0.8258199,1.7224445,-0.94567937,-0.9196939,1.1722821,-0.92103714,0.29854274,-0.33845383,-0.07759877,0.9128349,-1.1802002,2.0598085,-0.029268969,-1.3353099,-0.4558948,0.26058778,1605.1368376252424,-2693.823192258157,-21.45733042150685,-17.781315501011253
1082.157005045361,204.44064291255359,-6.0949693,1.4146608,3.8553848,6.225585,0.8643057,1.4445442,-1.3361063,-1.5324168,-1.6483825,0.66247225,-2.0883653,-2.8020406,0.22426772,2.0149875,0.28368255,0.850168,0.91578114,-1.9333752,-2.1976016,1.1291481,1082.157005045361,204.44064291255359,-3.6217610326018894,-7.719568429924967
-3239.902107556043,4120.3523804755705,8.273131,0.84530216,1.5226159,-1.1950485,-3.0834875,-1.142966,3.482817,-0.54017854,-0.59379166,0.37146884,0.38327795,-1.2521378,0.15780106,0.48317438,-0.533873,-0.08460544,0.69257224,-0.79366577,0.14675239,-0.3813806,-3239.902107556043,4120.3523804755705,-61.153722250617506,-22.275222960051032
1480.3909891438452,-432.378911563561,-3.6415608,-0.17250739,0.889568,6.030326,1.1031022,-2.286072,-1.7361478,-0.9927367,0.011989054,-1.0725697,-0.067231596,-1.145154,0.29237038,-0.23465046,-1.0982883,1.1559796,-0.5951464,1.107152,-0.27826753,0.16300584,1480.3909891438452,-432.378911563561,-18.240209261987385,22.86400819938314
1198.0381883617113,-2504.902059088749,-7.643512,0.9232307,-0.6626314,-0.7888946,-2.7481067,0.5284828,0.42615268,0.2694113,1.2145814,-0.65074295,-0.9524257,0.28227556,-0.7606383,-0.50497836,-1.5157107,-1.169081,0.41719684,-0.4568392,0.32966298,-0.33561116,1198.0381883617113,-2504.902059088749,-28.67187501634173,-1.8528959638049096
-4127.5827052254535,3804.200874791885,9.647181,5.615241,1.0372195,-2.681797,-0.42252746,-0.015901737,3.3914862,-1.1454717,-0.22664317,0.3496493,0.5193315,-0.23394103,-0.18480438,-0.8535109,1.5311825,-0.972614,-1.081512,0.7892555,-1.2086443,1.0267233,-4127.5827052254535,3804.200874791885,-35.01207667590086,-25.600800908864652
1228.9093721885447,-1918.1703375994605,-7.692361,0.27358186,0.43603176,-0.13797991,-1.6043499,0.49122053,-0.32450238,-1.531669,-0.82928973,1.6556497,-0.42583096,-0.9208693,-0.065357156,0.45736027,0.11099146,0.36082238,0.71846145,0.69263864,0.848974,1.2527993,1228.9093721885447,-1918.1703375994605,-53.894544479267665,6.7012872787092865
1518.0273667829074,-103.89898571921627,-6.094634,0.8382892,3.4321232,4.8676867,2.6303148,1.395621,0.65858746,-1.2026446,1.8158982,-0.1712356,-3.9821813,-2.1459394,0.0125025185,-0.106767304,2.3523705,3.8072617,1.2904421,-1.2221284,0.5957208,0.95291764,1518.0273667829074,-103.89898571921627,-9.12402251437847,10.85801556209749
2478.022691248661,-2268.517033961657,-8.235823,-0.8801468,-0.8272198,-0.48597595,-0.63738674,-0.65559274,0.4066307,1.0732363,0.23660903,0.29739392,-0.33542243,0.8008723,-0.4074454,-0.4680813,0.068671085,0.53277427,0.82819897,-0.3687468,-1.518461,0.9742357,2478.022691248661,-2268.517033961657,-36.414724923931075,-26.120517058691537
-834.9212335293988,4743.0166881467685,7.9412694,-5.5642986,3.3253431,-2.174513,-1.3105899,1.250226,-1.5136794,2.5733254,-3.2474911,-2.647202,0.9249895,-3.4021025,-0.65342396,-2.1410346,-0.08559378,-0.27037624,-0.08894343,0.452417,-1.4936955,0.2867592,-834.9212335293988,4743.0166881467685,-1.8169543754373672,-3.5300231760837373
-1750.4410064720666,1742.8018700701414,10.476786,-3.5246274,-1.5294535,0.35958236,1.6420987,-0.13307369,1.0465829,-3.0606658,-0.8791581,0.24679263,0.31836206,-0.7054862,-0.78379846,-0.3275452,-0.115926616,-1.3489876,1.84699,0.23683986,0.05933655,-0.091925375,-1750.4410064720666,1742.8018700701414,9.343626920053216,-12.321641587174796
1759.3568869775488,-921.5516331621727,-5.4412136,-1.1726714,-1.192693,1.4696405,1.2221649,-0.82813907,0.56523037,-0.038134422,0.2896761,-0.34920314,1.4308262,0.90595734,0.22600204,1.625332,-2.3232274,-0.45938092,-1.080427,0.0069431746,-0.6839882,-0.18428494,1759.3568869775488,-921.5516331621727,-16.6422329975497,6.79756654019569
129.05809678949123,-1115.4925204324925,9.851506,-6.4117146,-0.03677935,0.8033562,-1.0439317,1.1365825,0.26118842,0.050515857,-1.9153669,-0.4214587,1.1582766,-0.4184054,-1.3488833,-0.70624804,0.036365084,0.9600831,1.5910802,-0.97719496,0.15837629,0.5828954,129.05809678949123,-1115.4925204324925,-4.1336680834161585,2.244730882210588
1913.3594211813609,-1535.873628933102,-7.655327,-0.8485037,1.4625784,-0.2226644,-0.8981996,-0.741349,0.85432583,-0.36779657,-1.2890896,1.0876131,0.05846199,0.13259022,0.092552565,0.77577686,-0.8311147,0.6075681,-1.0938458,0.5451302,1.7623528,-0.12798253,1913.3594211813609,-1535.873628933102,-20.784649203021054,16.978088368728148
1566.3893057429025,-2124.2614564842543,-8.671287,-0.47303236,-0.038735457,0.5142131,1.2349216,-1.1521392,-0.5542231,0.3695362,-0.1178139,-0.09167518,-0.0010698149,-0.49369767,-1.0014439,0.85142213,0.66528964,-0.16365674,-0.60625166,-0.018831072,-0.12777714,-0.023005135,1566.3893057429025,-2124.2614564842543,-11.83577696324276,5.875085908419471
-1289.524899432403,-728.5911797965883,-3.7375054,1.9622546,-0.24141036,-0.77407736,-2.0412004,0.04212328,-1.257412,-0.18338557,1.2403126,-1.1994427,0.17445067,-1.7025992,-0.011278628,0.6911827,0.37033555,-1.0213382,-0.839963,0.9443541,0.25472492,1.9822536,-1289.524899432403,-728.5911797965883,3.4260780690058406,-4.287874279155242
-3852.1338764428942,3775.408484687473,12.343954,1.1101595,-0.29755467,-0.41350842,1.9592438,-1.127088,3.2239933,-2.2065911,1.1139461,0.12792651,0.67915857,-0.11574107,0.32284346,1.3378431,-0.5838252,-0.8019094,-0.24890165,1.0939572,-0.6878827,-0.49914476,-3852.1338764428942,3775.408484687473,-40.47764874391922,-33.2237583206228
2692.417227749367,-2190.5422275812048,-7.377387,-2.1080747,-1.9131641,-0.19611597,1.4711071,-1.4626753,1.3051759,0.052149072,1.0213777,-1.182439,-0.6800295,0.10112776,-0.75396025,-0.8548384,1.499714,-0.38200405,0.19738552,-0.038256593,0.2030038,0.85828733,2692.417227749367,-2190.5422275812048,-13.513533707221631,0.4351327242763323
1490.6993526964309,-1827.8621945454486,-6.3044653,0.6079028,-1.2096179,0.3622345,-1.5871227,-1.2352779,-0.22631012,-0.44808882,-1.7819295,0.18215182,1.5209433,0.85765886,0.20024417,0.18742387,-0.78726953,-0.3771184,0.587708,-0.06420028,0.25721034,-1.0069944,1490.6993526964309,-1827.8621945454486,-15.358033615058552,16.950692857285627
2591.375629749876,-1128.3565557339778,-6.9786406,0.2643275,-0.81286347,0.7904766,0.331583,-2.9543667,-0.38758278,0.5873106,-0.10873884,0.084574126,0.022310147,0.7448502,-0.13962771,0.5412746,0.7032189,0.49768296,-0.5750614,0.4080934,-0.030442266,-0.47456342,2591.375629749876,-1128.3565557339778,-30.881485860716012,15.667874828246903
1663.997319833849,-3962.673583708739,-9.108887,-1.1476368,0.3230702,-3.1112912,-0.94008803,1.4055485,0.47922808,0.09207512,1.1255512,-0.622471,0.6928528,-0.50872934,0.9885798,-0.31033206,0.38638324,2.056738,0.5518751,0.099402696,1.1105142,1.1503209,1663.997319833849,-3962.673583708739,-12.331566189790681,3.0163659926333426
-3004.0010579212017,2667.358371175149,8.144061,1.4513801,-1.278418,-2.0709596,1.572599,-1.1580912,-2.8322003,-1.3493853,1.694159,0.11055991,0.13488777,-0.9346857,0.23999663,-1.2708654,0.118613675,-1.1131927,1.1062981,-0.2195369,-0.30744672,-0.6681454,-3004.0010579212017,2667.358371175149,-43.65301651012991,-34.43446557472296
2459.701640563764,-2471.8971142100904,-8.456166,-0.5421951,-0.1553574,-2.644814,0.79202086,0.2669274,0.5432355,1.8299851,2.3271925,-2.148457,-0.45353678,-1.0147375,-0.17961116,-1.5055653,0.49885613,1.0131146,0.12185299,-0.8000119,-1.1226888,-0.8241505,2459.701640563764,-2471.8971142100904,-23.177849853323583,-22.442829040239086
557.990463853236,1719.7654935413962,10.150801,-4.5380635,1.6615744,0.5159343,-2.2883387,0.84618604,-1.720997,1.8427496,-0.06367908,-1.1088921,0.34328777,0.8712581,0.573582,-0.21837154,-0.26277488,1.2447107,1.1089952,0.76319814,0.7549349,-0.092267424,557.990463853236,1719.7654935413962,-0.6691199663715507,1.570723067059993
830.0012032511787,1587.8708477252694,7.7530375,-3.1987374,3.2219331,0.4491452,-1.8537375,-2.0193532,-1.0313032,-0.014157264,0.2806263,-0.99406296,0.07371303,0.1520144,1.1136569,-1.6273172,0.5395672,-0.13855998,-1.0817634,1.2709881,0.2389228,0.51578456,830.0012032511787,1587.8708477252694,-1.5121838534338297,-0.40626902823195565
2866.529153574121,-1151.8185979595385,-5.7098994,-3.7795744,-1.8772737,1.1249375,1.9242959,-2.0380878,-1.468692,0.47775814,1.0890454,-1.6250905,0.6572088,0.74507487,1.603967,1.1045219,-0.091479845,0.75630045,1.0619929,-0.62380266,-0.102571145,1.6649829,2866.529153574121,-1151.8185979595385,-8.15782510765259,15.429445176149185
-794.8415438631986,4880.340706889292,12.141419,-4.74215,4.8182635,3.1198099,-1.6637441,2.9253693,-0.73590183,3.4270325,-1.6432502,0.13384104,0.7569808,0.6187811,-1.7705511,0.7033879,-1.186269,0.93307954,-3.2926657,0.6876252,-0.02842086,-1.2525752,-794.8415438631986,4880.340706889292,2.2322051855703258,-1.384006582562782
-733.0274120724907,4575.395894842719,11.610688,-3.9136736,3.764662,0.09258685,-1.203148,-0.55596614,-2.566936,-0.7555298,0.27151072,1.7814704,-1.254512,0.9974714,0.4134531,-0.5318934,0.30439857,-0.9145707,-1.3716676,0.19315803,0.121871695,0.26454467,-733.0274120724907,4575.395894842719,24.038167856681152,31.920878735811822
-1572.5924112465293,3586.9829600334942,11.582196,-4.0284576,-0.12286152,-1.0331362,1.8558658,0.14745624,-1.9986464,0.021002078,0.7483762,1.7258834,-0.55771476,1.1108918,0.3244845,-0.12939791,0.37270468,1.2982436,-0.5844504,-0.043028124,0.10728851,0.5323352,-1572.5924112465293,3586.9829600334942,44.50041289358383,11.396174087271064
-4226.013827246667,2296.041849096261,6.40811,4.6322546,-2.2811255,0.08765696,-1.4847013,2.4211373,1.1801997,-0.5448041,-1.2416729,0.955342,-0.06353868,-0.30124754,-2.4330616,-0.081794076,-0.025739549,-0.60606295,-2.1920218,-0.12341283,1.1295291,0.1401564,-4226.013827246667,2296.041849096261,-4.73874921730483,-40.86964934821954
-574.8207973079691,4632.353852166687,11.513829,-3.692738,4.926157,-0.5136401,-1.8186219,0.002835484,-2.1184494,-0.49882078,0.94584066,0.44577587,0.15096742,0.8416965,-0.24681376,-0.5033729,-0.040298633,-0.13197853,-0.5110187,0.14099912,-0.2955377,1.4551046,-574.8207973079691,4632.353852166687,18.973535518070644,25.10640647250713
1428.500536820133,-3429.961472795252,-9.089639,-1.1748616,0.99277294,-2.8177984,-1.1446396,0.9950729,0.22208178,-0.72157085,0.9108995,-0.6537946,0.967399,0.39115593,-1.4462429,0.21722528,-0.69400686,1.063853,-0.8903135,-0.49145165,0.7541317,-0.1827219,1428.500536820133,-3429.961472795252,-18.88045632343627,-16.778676298606882
-2528.303487965457,3505.926154128807,9.434456,-1.1400957,-0.4728426,-2.138036,2.320988,-0.36810333,-0.6847634,-1.6714411,0.24995497,2.2918234,-0.5957546,0.015989069,0.5945292,-0.60834056,1.1165155,0.5306178,-0.16530704,1.3280375,-0.682557,0.5424614,-2528.303487965457,3505.926154128807,27.23918089939608,3.0572684211550185
2040.5149206263454,-1305.2696122169955,-7.377175,-1.1262075,-0.18186647,-0.21997204,-0.8502256,-1.508599,0.25335833,0.4720869,-1.0069429,1.2534739,1.7108954,1.2047098,0.58961695,0.060165316,-1.4283386,-0.13299842,-0.2336829,-0.012885211,0.5748632,-0.8094862,2040.5149206263454,-1305.2696122169955,-5.628620618758674,32.80870927000989
1588.3863191915634,-4299.083841714538,-10.09092,-1.8099184,0.7962002,-3.6434102,-0.7298525,3.2586176,-0.53526884,-1.6048087,1.1715443,-0.07320099,-1.0341336,-0.9702255,0.010168707,0.89034474,0.7630507,0.43361735,-1.225391,-0.9017932,0.46788877,1.8007983,1588.3863191915634,-4299.083841714538,-8.439016754984706,-0.326055826146244
-134.45735797891862,3655.794103946468,12.817382,-4.524091,4.288128,0.028290052,-0.05483894,-1.1088899,-1.8327005,0.37036002,0.7386702,-0.101370305,0.32700646,-0.6962604,-0.5091866,-1.5478123,0.78453827,0.38386032,0.56622905,0.09280204,0.2024334,0.22465993,-134.45735797891862,3655.794103946468,-1.5237171766801954,29.640383507866105
1906.3250854957544,-1841.0755252650888,-7.8080955,-0.49140856,0.436433,-0.1887465,0.41640064,-1.3556615,0.73838836,0.11644357,0.06536258,1.6403127,-0.53245103,0.62109923,0.18812877,0.68573934,1.6375904,0.5269196,-0.049347054,0.20661646,0.08677366,1.618077,1906.3250854957544,-1841.0755252650888,-33.19356500977403,3.6660216635551794
2596.7183954895613,-1436.762699985921,-7.5027804,-0.54522485,0.171578,0.070363544,1.2164369,-1.7322507,-0.37105778,0.7307761,-0.72417754,-0.024378624,0.3990316,-0.38611984,-0.37887102,-1.4308003,-0.739943,0.021028584,-0.1552472,0.0457272,-1.1605353,-0.02087914,2596.7183954895613,-1436.762699985921,-30.366354886508375,16.34985517588227
1659.4998738446884,-4140.094235479582,-8.630039,-2.7280824,-0.9787105,-2.9807281,-0.7092727,3.4622815,0.8423775,-1.7304332,1.0817786,-0.8243072,-0.38550627,0.08728713,0.8986789,0.7116291,-0.51690876,0.5672762,-0.7721204,-0.41016415,0.38409,-0.5013904,1659.4998738446884,-4140.094235479582,-23.544782577731024,3.940856037772819
1834.1038444165968,-1835.330565470632,-8.502797,-0.36392406,-0.19275017,-0.7473009,0.10877199,-0.6683763,0.6244229,0.884174,-1.0273559,0.78023064,-0.4794405,1.1312398,-1.16321,0.58573794,0.598645,0.955698,-0.046199802,-0.758177,-0.53609514,-0.028471526,1834.1038444165968,-1835.330565470632,-32.68031570834264,-13.912867574030406
-4518.368369600843,1524.9007495868811,5.0728993,5.22461,-2.3672602,0.9450251,-0.19242914,-1.7712668,-1.3671837,1.7463036,2.0092602,-1.8293365,0.7572048,0.68717474,-0.17158398,-0.949751,-0.35400236,1.5761144,0.5992209,-0.32911745,1.206236,0.09006664,-4518.368369600843,1524.9007495868811,2.9065032624929787,-21.158626107294513
1460.7438815472271,152.0694356362364,-4.6411247,1.454176,1.3148187,4.805242,1.551398,-0.5626981,-0.51559705,-0.8718486,-1.1877413,-0.70145196,-1.5759708,1.112219,-1.205032,-1.7890221,-1.7102821,1.3391209,1.4329966,-0.94401425,-0.7593416,0.5011132,1460.7438815472271,152.0694356362364,-27.18894624543566,21.71367391873974
2369.457230035362,-1969.4519357491502,-7.5578704,-1.4904149,-0.38349476,-0.114594474,1.1535441,-0.3064318,1.2360247,-0.018474072,0.19791858,0.55773866,-0.80174685,0.49155158,0.28777394,-0.18937036,-0.23557043,-0.5947351,-1.4586684,0.7023905,-0.53742576,0.3030624,2369.457230035362,-1969.4519357491502,-30.260638553477033,-0.42337288668080736
1513.3455846617794,-3644.595323887075,-9.3336315,-0.66298336,1.0197592,-1.0433015,-2.0970113,2.5650504,-0.23205188,-1.6844318,0.46849048,1.2088113,1.4707168,-1.5801741,-0.4816577,-1.9995049,-0.8599654,1.3766916,-1.4199665,0.09668257,0.07004127,-0.18419065,1513.3455846617794,-3644.595323887075,-14.861305203716402,-4.487733400591557
1733.1099210502878,-1815.3521034508965,-8.852682,-0.3557961,0.3495613,-0.28110343,-1.6372677,-0.7721362,-0.010219249,-0.4376058,-0.84252936,1.1348081,-0.09025645,0.5011728,-0.4722573,-0.14551097,-0.010141959,-0.65957975,0.65444696,-0.12332046,-0.5244586,-0.77107686,1733.1099210502878,-1815.3521034508965,-43.334133322725364,-6.479977136061246
-3218.5703651071417,3097.823341707608,6.237295,1.3276771,-0.11022383,-2.5888689,0.4326543,-1.173289,-3.8877437,-2.1751938,1.5512722,-0.5485169,0.67594355,-1.343982,2.1085067,-0.3260138,-0.1136011,0.449767,-0.17386734,-0.055807687,0.6043262,-2.081293,-3218.5703651071417,3097.823341707608,-57.932032634038286,-9.6339447300479
680.0288377274462,-1990.0111189087509,-8.573978,1.421266,0.29402378,-1.2341269,-3.4271371,0.9902385,-0.35182366,0.49586335,-0.7496652,0.024309192,0.09174675,-0.24991871,0.9728654,-2.5319984,-0.970463,-0.38875875,1.6952188,0.1544611,-1.3002824,0.97119516,680.0288377274462,-1990.0111189087509,-7.175506237770217,-7.0654918282685735
-5043.726936584032,1410.4701519445136,3.1908903,5.65429,8.492264,-3.229839,8.871721,-0.17992668,-2.5101776,-0.56258327,-1.2653043,-3.9759486,2.4106765,2.5662932,-2.2525537,5.981964,-1.6009638,-4.631724,0.5546035,-0.8754902,0.28040355,3.9136906,-5043.726936584032,1410.4701519445136,13.935098220710387,-11.242649723403414
-5343.698873736402,2850.6414149211796,3.1456773,7.306282,2.20677,-5.541894,-0.074305646,-1.7833703,-1.2557874,-0.97726,0.30129984,1.9650924,1.3600489,0.38977528,-1.4786553,-1.078968,-0.5393176,-0.1595622,-0.31341484,-0.95789504,-0.51816344,-2.6953664,-5343.698873736402,2850.6414149211796,-7.177221542324494,-35.314820636348045
-4666.1710312998275,1778.6973589672446,5.8958864,7.2059197,-0.6012561,-0.7812868,0.4492298,-1.6958512,-1.5399446,-0.24384637,-0.13044381,-0.39389023,-0.16234,-0.85082906,-1.6018124,1.2700772,0.14933594,1.295004,1.6483692,-1.3607453,0.4490387,-0.70580167,-4666.1710312998275,1778.6973589672446,8.192734059030702,-24.000723843176985
-4346.18579633805,1928.5791968597428,5.094167,4.6243796,-3.1418736,0.12831412,-0.014650356,0.8336975,0.12001192,2.360108,-1.0157521,-1.0270054,0.16383624,-0.664454,-0.87691057,-2.046778,-0.45484284,0.64574367,0.13161679,-0.6448278,1.1499352,-1.2899609,-4346.18579633805,1928.5791968597428,-12.741932302940004,-27.3514938854073
1661.9317289331634,-1941.8819052404458,-7.2779665,-1.3275789,-0.11665774,0.2991987,0.23059298,0.14089034,0.10615841,0.8905444,-0.2104285,0.9085008,-0.5165778,-1.4174339,2.0210383,-0.29961365,0.3747365,-0.6927597,0.304914,0.86514866,0.16096662,1.4085944,1661.9317289331634,-1941.8819052404458,-44.43251583976242,10.67669301016072
2224.6560373899647,-1609.680334719193,-7.880697,-1.5150214,-0.9432418,0.54848325,-0.4079981,-1.6803546,-0.20476222,-0.017972235,-0.26684707,1.1049067,-0.10466456,0.49049956,-1.0458041,-0.14560461,0.22345735,-0.8309082,0.28508607,-1.0716754,-0.27947688,0.9708882,2224.6560373899647,-1609.680334719193,-34.262164267466154,-0.527671906118808
2005.235244669356,-2569.021733477693,-9.590785,-0.8843079,0.008525619,-2.310012,-0.9136578,0.53723043,-0.46246263,1.2320095,0.8214144,-1.5899397,0.18690664,-1.0617582,0.43357652,-0.15626092,-2.4019287,0.43952316,1.9069387,-1.5741485,-1.6610563,1.2140031,2005.235244669356,-2569.021733477693,-12.711781431872694,-27.670880340902137
2409.6812040938307,-570.0079103052122,-6.030711,-0.28754357,1.5432886,1.4163865,0.35681352,0.19594468,1.0811814,0.1126107,1.0210358,-2.615815,1.6236336,0.8239623,-1.1846815,-0.49071604,-2.4722033,-0.39810956,0.20814006,0.6849275,-1.4218897,-1.4790993,2409.6812040938307,-570.0079103052122,-33.61285954627678,20.63807387629316
-1834.4528648318121,3900.3675507469093,9.022785,-2.6807716,2.0193014,-2.439708,2.1758356,0.176705,-2.896074,-0.9070972,0.8915131,1.1030288,-2.0873497,0.16468526,1.9493138,-0.26771852,1.5426596,0.3194954,-2.6888158,0.9726499,-1.2097017,0.88763535,-1834.4528648318121,3900.3675507469093,48.44070660309832,34.780352568982245
1671.9582577205906,-2580.433519523352,-6.901008,0.6539617,-1.5355523,-1.301731,-2.0309236,0.0835371,-0.22897431,0.547211,1.8537233,-1.2915266,-0.16059522,0.7066665,0.8221705,-1.228841,0.8094267,0.035246775,-0.071955495,-1.3587524,-0.3277317,-1.0610929,1671.9582577205906,-2580.433519523352,-24.083231021346606,-7.7843021442450535
-4025.623804858979,2045.9294695795995,5.4282494,3.6207304,-0.9475252,1.618258,-1.3593795,1.902996,-1.4115914,-1.9271897,-0.7492339,-0.14321542,2.1268985,0.635026,-1.3305032,-0.061580125,-1.5220587,-1.9831655,-1.3503174,-1.8396964,-0.7428614,1.3904427,-4025.623804858979,2045.9294695795995,22.751733892429996,-42.13379620101765
-751.5803800148288,4001.487020489937,9.93195,-4.4460597,0.71968436,0.38607964,-2.5459812,1.245902,-3.0055413,0.91273725,2.239294,0.48578522,0.38931954,1.5027795,-0.34687695,0.3193596,0.11862887,1.2212785,0.7324925,-0.029058086,0.45767018,-0.9972708,-751.5803800148288,4001.487020489937,18.388331456742463,6.442005920830728
